applicant_id,jurisdiction,protected_group,model_score,approved,manual_review,decision_reason_1,decision_reason_2,us_mode_output,eu_mode_output,portfolio_us_governance_action,portfolio_eu_governance_action
APP-02412,US,1,0.1383,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02413,EU,0,0.107,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02414,Singapore,0,0.1985,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02415,Singapore,0,0.0339,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02416,US,0,0.0169,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02417,EU,0,0.0405,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02418,US,0,0.1075,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02419,EU,1,0.1653,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02420,US,1,0.0732,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02421,Singapore,0,0.1347,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02422,EU,1,0.0361,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02423,UK,0,0.0328,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02424,US,0,0.1143,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02425,US,0,0.1112,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02426,US,1,0.1929,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02427,EU,0,0.0218,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02428,Singapore,0,0.449,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02429,US,1,0.108,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02430,EU,0,0.1796,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02431,US,0,0.0728,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02432,US,1,0.1759,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02433,EU,0,0.0275,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02434,US,1,0.162,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02435,US,0,0.1215,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02436,EU,0,0.2743,0,0,High debt-to-income ratio,Elevated regional portfolio risk,Adverse-action notice required: High debt-to-income ratio; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02437,US,1,0.4257,0,0,Prior default history,High debt-to-income ratio,Adverse-action notice required: Prior default history; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02438,EU,0,0.0235,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02439,EU,1,0.397,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02440,EU,0,0.1511,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02441,UK,0,0.0239,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02442,UK,0,0.0384,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02443,US,0,0.1045,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02444,EU,0,0.0657,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02445,Singapore,0,0.3319,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02446,UK,0,0.0187,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02447,US,1,0.0467,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02448,US,0,0.1407,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02449,US,1,0.3758,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02450,US,0,0.2097,0,1,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02451,UK,0,0.0313,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02452,US,1,0.181,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02453,EU,0,0.0804,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02454,US,1,0.2381,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02455,EU,1,0.1742,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02456,EU,1,0.021,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02457,EU,0,0.067,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02458,EU,0,0.1951,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02459,US,1,0.048,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02460,EU,1,0.0217,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02461,US,0,0.23,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02462,EU,0,0.1922,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02463,US,0,0.1659,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02464,EU,1,0.1225,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02465,US,0,0.5964,0,0,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02466,US,0,0.1934,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02467,Singapore,1,0.0563,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02468,US,0,0.1614,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02469,UK,1,0.1041,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02470,EU,0,0.0332,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02471,US,1,0.2431,0,0,Elevated regional portfolio risk,High debt-to-income ratio,Adverse-action notice required: Elevated regional portfolio risk; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02472,EU,0,0.1507,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02473,US,0,0.0633,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02474,UK,0,0.0725,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02475,Singapore,0,0.0333,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02476,US,1,0.0635,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02477,Singapore,1,0.2478,0,0,High debt-to-income ratio,Low credit score,Adverse-action notice required: High debt-to-income ratio; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02478,Singapore,1,0.0856,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02479,EU,0,0.2703,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02480,Singapore,1,0.2053,0,1,High debt-to-income ratio,Low credit score,Adverse-action notice required: High debt-to-income ratio; Low credit score,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02481,US,0,0.0333,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02482,US,1,0.2513,0,0,Elevated regional portfolio risk,High debt-to-income ratio,Adverse-action notice required: Elevated regional portfolio risk; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02483,UK,1,0.1791,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02484,EU,0,0.0195,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02485,Singapore,0,0.0557,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02486,Singapore,1,0.0349,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02487,EU,1,0.1663,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02488,US,0,0.0396,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02489,Singapore,1,0.0674,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02490,EU,0,0.0476,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02491,US,0,0.068,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02492,Singapore,0,0.0146,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02493,US,0,0.473,0,0,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02494,US,1,0.0555,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02495,US,0,0.3909,0,0,High debt-to-income ratio,Low credit score,Adverse-action notice required: High debt-to-income ratio; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02496,UK,0,0.0502,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02497,US,0,0.0166,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02498,US,1,0.0297,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02499,US,0,0.1238,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02500,EU,1,0.1533,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02501,Singapore,0,0.1134,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02502,UK,1,0.1664,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02503,US,1,0.0659,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02504,US,0,0.352,0,0,Prior default history,High debt-to-income ratio,Adverse-action notice required: Prior default history; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02505,EU,0,0.182,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02506,EU,1,0.2188,0,1,Prior default history,Elevated regional portfolio risk,Adverse-action notice required: Prior default history; Elevated regional portfolio risk,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02507,EU,0,0.0442,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02508,EU,0,0.1338,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02509,EU,1,0.1567,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02510,US,0,0.0321,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-02511,Singapore,1,0.1033,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
